Date,Location,City,Country,Domestic/Int'l,Latitude,Longitude,Target,Tactic,Venue,Content,Source
11 May 2023,"Malibu, CA, USA",Malibu,USA,Domestic,34.0218151632044,-118.804928240023,Celebrity,Stalking,Home,A security team working at Lady Gaga’s home in Malibu called police when they discovered an unauthorized person on her property. Police briefly detained the man but did not arrest him. He insisted that he was only dropping off flowers at the singer’s residence and did not intend any harm. The security team had apparently seen the man on her property before dropping off small gifts. Lady Gaga was at home at the time but remained inside during the ordeal. There were no injuries or damages.,https://www.tmz.com/2023/05/15/lady-gaga-cops-rush-malibu-home-man-dropping-off-flowers/
15 May 2023,"London, United Kingdom",London,United Kingdom,International,51.5071627064912,-0.124891249072882,Federal Government,Harassment,Restricted Area,"Environmental activists with Extinction Rebellion disrupted a conference in London hosted by the National Conservatism movement. Activists confronted Conservative MP Jacob Rees-Mogg and interrupted Home Secretary Suella Braverman during her speech on conservatism and immigration. The protesters, aiming to highlight concerns over dangerous political rhetoric, were removed from the venue.",https://www.bbc.com/news/av/uk-politics-65599312
15 May 2023,"Tarzana, CA, USA",Tarzana,USA,Domestic,34.1561450037645,-118.548311846966,Celebrity,Attack,Home,"Reality TV show and social media personality, Jojo Siwa, told her online followers that burglars broke into her Tarzana home, causing some property damage. Police have not revealed what was taken in the burglary due to ongoing investigation. Ms. Siwa was not at home at the time.",https://abc7.com/tarzana-los-angeles-jojo-siwa-burglary/13257659/
16 May 2023,"Seattle, WA, USA",Seattle,USA,Domestic,47.6106575591659,-122.334362332945,Local Government,Verbal/Written Threat,Communication Channels,"Metro police are investigating Twitter post threatening a city event on the Mayor’s Twitter feed. A Twitter user responded to a Twitter post from the mayor’s office promoting an LGBTQ event with the post, “I’m gonna bomb it”. The Twitter user appears to live outside the United States and has made threats against high profile individuals in the past, including President Joe Biden.",https://www.metroweekly.com/2023/05/troll-makes-bomb-threat-against-mayors-district-of-pride-showcase/
17 May 2023,"Tijuana, Mexico",Tijuana,Mexico,International,32.5350200616617,-117.042936355868,Local Government,Attack,Public Area,"An unidentified gunman targeted a member of Tijuana Mayor Montserrat Caballero's security team in an assassination attempt. The incident occurred in downtown Tijuana when the bodyguard's vehicle was fired upon by an assailant in a burgundy Suburban with California license plates. One bullet struck a window of the guard's car but did not injure him. The shooting took place before the mayor's visit to a beauty salon, and the suspect's SUV, recovered later, was found to contain three loaded firearms and bulletproof vests.",https://fox5sandiego.com/news/border-report/cartel-threatens-tijuana-police-chief-after-mayors-bodyguard-survives-assassination-attempt/
17 May 2023,"Hayward, CA, USA",Hayward,USA,Domestic,37.6435604841527,-122.090731065461,Federal Government,Verbal/Written Threat,Communication Channels,"U.S. Representative Eric Swalwell (D-CA) shared threatening Twitter messages he received from former San Francisco 49ers player Bruce Miller to Capitol Police. According to the messages, Mr. Miller wrote, “Almost time !!! Would you rather Guantanamo or just execution [laughing emoji] fuckin traitor”. Mr. Miller confirmed that he sent the message but insisted that he was just “trolling” the U.S. Representative and that his comments were “harmless”. Mr. Miller has a violent criminal past, including assaulting his ex-fiancee.",https://sports.yahoo.com/former-49ers-fb-bruce-miller-reported-to-capitol-police-after-allegedly-threatening-rep-eric-swalwell-024041594.html
17 May 2023,"Wichita, KS, USA",Wichita,USA,Domestic,37.689527684633,-97.3328054021244,Local Government,Verbal/Written Threat,Office,"A man who had threatened Wichita’s mayor in 2020 received a probation sentence for disorderly conduct, a lesser charge than what prosecutors were seeking. The suspect had sent messages indicating that he wanted to kidnap and kill mayor Brandon Whipple over public health policies related to the COVID-19 pandemic. The suspect’s attorney had argued that his messages were protected under free speech.",https://www.tnonline.com/20230519/man-charged-with-threat-to-judge/
17 May 2023,"Penfield, NY, USA",Penfield,USA,Domestic,43.1373163650181,-77.4655331367063,Local Government,Verbal/Written Threat,Office,"Police arrested Geoffrey L. Irwin of Greece, NY after he allegedly threatened to shoot a judge. Irwin was arrested as he arrived at the Penfield Town Court for a previously scheduled hearing. Irwin was charged with making a terroristic threat, a felony, aggravated harassment and making a threat of mass harm, both misdemeanors. Irwin was arraigned in Webster Town Court and remanded to the Monroe County Jail.",https://www.democratandchronicle.com/story/news/2023/05/19/geoffrey-irwin-charged-threatening-to-shoot-penfield-ny-judge/70235238007/
18 May 2023,"Palmerton, PA, USA",Palmerton,USA,Domestic,40.8037636743749,-75.6101745446226,Local Government,Verbal/Written Threat,Office,"Police arrested a man after he called 911 threatening to kill a District Judge in Palmerton. Authorities determined that Mark Duffy called 911 to make false claims of an emergency occurring at the Carbon County Correctional Facility. Duffy then provided his date of birth and his full social security number. Duffy then falsely claimed there was an emergency at the Magisterial District Court in Palmerton and stated that all medical and professionals to respond to these locations as soon as possible. Duffy made threats that he wanted to assassinate a Magisterial District Court Judge, William Kissner. Dispatchers determined he was safe. Duffy faces multiple charges stemming from false alarms of public safety, terroristic threats, and communications with 911.",https://www.tnonline.com/20230519/man-charged-with-threat-to-judge/
20 May 2023,"London, United Kingdom",London,United Kingdom,International,51.5072517717017,0.016265927315438,Local Government,Verbal/Written Threat,Office,"London Mayor Sadiq Khan revealed he suffers from mental trauma due to death threats, and other stresses associated with the job in  an interview with the Guardian newspaper. Khan described it as a form of cumulative post-traumatic stress disorder (PTSD), clarifying that he does not equate it with the experiences of refugees or others who have undergone similar situations. Khan plans to run for a third term as mayor.",https://www.theguardian.com/politics/2023/may/20/sadiq-khan-says-he-has-ptsd-caused-by-death-threats
22 May 2023,"Washington, DC, USA",Washington,USA,Domestic,38.9001907540694,-77.036624591529,Federal Government,Attack,Office,"The U.S. Secret Service detained the driver of a rented moving truck that crashed into security barriers near the White House. Images from the scene at Lafayette Square showed a swastika flag on the ground near the truck shortly after the incident. Preliminary reports suggest that the driver crashed the truck intentionally, but a specific motive remains unclear. Nobody was hurt in the incident, but the crash did damage a perimeter barrier.",https://www.reuters.com/world/us/box-truck-crashes-into-security-barriers-near-white-house-2023-05-23/
23 May 2023,"Geneva, Geneva, Switzerland",Geneva,Switzerland,International,46.2359153849493,6.11636057259306,Business Executive,Harassment,Restricted Area,"Climate activists disrupted the European Business Aviation Convention and Exhibition in Geneva by storming the nearby tarmac and engaging in clashes with police and security personnel. Approximately 100 activists from 17 countries and various groups including Greenpeace and Extinction Rebellion, tore down fences, handcuffed themselves to landing gear, and affixed warning labels to planes. Geneva's airport temporarily closed to flights, and police detained around 80 protesters.",https://abcnews.go.com/Business/wireStory/geneva-airport-briefly-closed-climate-activists-protest-private-99539097
25 May 2023,"London, United Kingdom",London,United Kingdom,International,51.5032253394142,-0.126564021587075,Federal Government,Attack,Home,London Metropolitan Police arrested a man was after he crashed a car into the gates of the UK Prime Minister’s residence at 10 Downing Street. Police detained him on suspicion of criminal damage and dangerous driving but do not suspect that it is terrorism related. Witnesses reported seeing officers pointing tasers at the man before detaining him. Prime Minister Rishi Sunak and others were inside at the time but there were no reported injuries. The area was partially evacuated but reopened shortly after.,https://www.bbc.com/news/uk-65714508
01 June 2023,"Toronto, Ontario, Canada",Toronto,Canada,International,43.6527342357275,-79.3920313724419,Local Government,Verbal/Written Threat,Communication Channels,"Toronto police arrested Junior Francois Lavagesse for threatening to shoot Toronto mayoral candidates ahead of debate scheduled at OCAD University. Organizers eventually canceled the debate after several mayoral candidates decided not to attend the debate due to threats. Police stated that the threats were not targeting a specific candidate describing it as a “blanket threat.” Prosecutors charged Lavagesse with carrying a concealed weapon, threatening violence, and possession of a weapon for dangerous purposes.",https://www.cbc.ca/news/canada/toronto/mayoral-threats-toronto-1.6862506
01 June 2023,"Doylestown, PA, USA",Doylestown,USA,Domestic,40.3108782597104,-75.1301359805684,Local Government,Verbal/Written Threat,Office,Bristol police are investigating an assassination threat made against District Judge Kevin P. Wagner. The Bucks County District Courthouse was closed June 2 following a report that an armed man was heading to the courthouse and was targeting the judge. This followed a bomb threat that forced the evacuation of the same courthouse on May 30. Local officials have made no arrests in connection with the threats but are continuing to investigate.,https://patch.com/pennsylvania/levittown/assassination-threat-against-bucks-co-judge-report
02 June 2023,"Fort Wayne, IN, USA",Fort Wayne,USA,Domestic,41.0825997451297,-85.1368258235873,Federal Government,Verbal/Written Threat,Office,"Police arrested Fort Wayne resident Aaron Thompson for leaving multiple threatening voicemails on U.S. Congressman Jim Banks (R-IN) phone. Thompson told police that he made the calls because of political disagreements and was intoxicated. Authorities have charged Thompson with intimidation with a threat to commit a forcible felony and harassment by means of a telephone call. Over the course of several voicemails left on Congressman Banks’ phone in April, Thompson made multiple threats, including, “Here’s the choice. Your daughters grow up without their dad. Or you grow old without your daughters. How you like that? Let me know what your opinion is. I’ll make the decision”. Thompson also confirmed that he owned a firearm.",https://www.953mnc.com/2023/06/07/fort-wayne-man-charged-for-allegedly-leaving-threatening-voicemails-on-congressman-jim-banks-phone/
02 June 2023,"Franklin, NH, USA",Franklin,USA,Domestic,43.4450163529198,-71.6472838079968,Federal Government,Verbal/Written Threat,Office,"Federal prosecutors charged Franklin resident Brian Landry for leaving a voicemail threatening to assault, kidnap and murder U.S. Senator Tommy Tuberville (R-AL). Landry admitted to making the threat because he was upset with Sen. Tuberville for blocking military promotions.  Landry stated the following in a voicemail left at the senator's office on May 17 “Hey stupid I’m a veteran sniper. And unless you change your ways, I got my scope pointed in your direction and I’m coming to get you. You’re a dead man walking you piece of f------ s---,"".",https://www.nbcnews.com/politics/congress/new-hampshire-man-charged-threatening-kill-senator-rcna87544
02 June 2023,"Noble, OK, USA",Noble,USA,Domestic,35.138434529436,-97.3949760333563,Local Government,Verbal/Written Threat,Communication Channels,"Noble resident Alan Mullins was arrested on four counts of threatening an act of violence against a local judge and others. Mullins posted a threating video to social media blaming the judge for “taking my kids away from me” in a child custody case that was decided earlier this year. Mullins also directly threatened the man dating the mother of his children in the video stating “If their daddy goes to (expletive) prison for kicking you’re a** or killing your dumb stupid a**, they gonna know that they can stand up.” and ""You're a sorry piece of s***, and so is Judge Puckett out of Cleveland County, that b**** deserves anything coming to her too ... deuces.""",https://www.koco.com/article/oklahoma-man-threatens-kill-judge/44097499
02 June 2023,"Nashville, TN, USA",Nashville,USA,Domestic,36.1685262091818,-86.7785678671733,Celebrity,Stalking,Home,"Police arrested New York resident Mitchell Taebel for threatening violence against and stalking singer Taylor Swift. Taebel who insists Ms. Swift is his “soulmate” was booked on charges of harassment, stalking, intimidation and invasion of privacy. The harassment goes back to March 29, 2023 when Taebel stated he would “happily wear a bomb if he cannot be with his soul mate” via his Instagram. On May 5, Taebel traveled to Nashville and was able to gain access to the Ms. Swift’s apartment complex posing as a reporter before security escorted him out. On May 6 Taebel was able to get into Swift’s Nashville show and had positioned himself near the stage before her security team recognized him and removed him from the venue. Attorneys for Swift have been granted a temporary restraining order against Taebel in Nashville.",https://www.fox32chicago.com/news/indiana-man-accused-of-threatening-stalking-taylor-swift-you-are-my-obvious-soul-mate
05 June 2023,"Cleveland, OH, USA",Cleveland,USA,Domestic,41.5003638656135,-81.6941069085776,Celebrity,Attack,Public Area,"Two Cleveland Browns players, Greg Newsome II and Perrion Winfrey were robbed by six masked men while leaving a Cleveland night club in the early morning. The individuals stole the players’ jewelry and fled in Newsome’s truck. Police have located the stolen vehicle but have not made any arrests related to the robbery. Additionally, a different Browns player Demetric Felton had his car stolen the morning of June 4th.",https://www.si.com/nfl/browns/news/third-cleveland-browns-player-robbed
05 June 2023,"Redmond, OR, USA",Redmond,USA,Domestic,44.2706229185288,-121.172989382287,Local Government,Harassment,Home,"Police are investigating threats against Redmond Mayor Ed Fitch and City Councilor Clifford Evelyn after the mayor found a dead raccoon and a sign with “intimidating language” naming both men outside his office. Police did not release the content of the sign, but the mayor indicated that it was “racially hateful”. Raccoon imagery has long been associated with anti-Black pejoratives. Mayor Fitch commented on the incident that, “It seems there’s some people in town that can’t accept the fact that [Councilor Evelyn] is Black and is on the City Council.” Councilor Evelyn became the first Black city council member in 2021.",https://www.opb.org/article/2023/06/06/ed-fitch-redmond-mayor-clifford-evelyn/
05 June 2023,"Nashville, TN, USA",Nashville,USA,Domestic,36.1553497001775,-86.7742618915625,Celebrity,Stalking,Public Area,"Nashville police arrested Chipley, FL resident Michael Curtis for criminal trespass, disorderly conduct, and stalking a Nashville celebrity known as Jelly Roll. Curtis approached the singer outside of a celebrity softball game in an “alarming manner” which prompted security to rush the artist inside the stadium for safety. Curtis had recently targeted Jelly Roll by following a bus he believed the artist to be on and posting pictures on his social media next to Jelly Roll’s personal vehicle outside of a concert venue. Curtis made bail on June 6 and posted several videos to social media threatening the artist.",https://www.scoopnashville.com/2023/06/jelly-rolls-stalker-arrested-in-nashville-artist-was-in-a-clear-state-of-emotional-distress/
06 June 2023,"Amiens, France",Amiens,France,International,49.8966908306503,2.29738260662169,Federal Government,Attack,Home,Two men accused of attacking French President Emanuel Macron’s wife’s great-nephew Jean-Baptiste Trongeux have been sentenced to 12 months and 15 months in jail respectively. The two men were participants in an anti-government protest in Amiens centered around pension reform. The men recognized Trongeux as he was returning to his apartment and attacked him leaving him with several broken ribs and a head injury.,https://www.france24.com/en/europe/20230605-trial-begins-for-three-men-who-attacked-brigitte-macron-s-relative
06 June 2023,"Columbus, IN, USA",Columbus,USA,Domestic,39.2022737679471,-85.9210997346579,Local Government,Verbal/Written Threat,Office,"Bartholomew County judge Kelly Benjamin and Superior Court 1 Judge James Worton are seeking armed security for their courtrooms following a series of threats and on-site incidents. The county announced it is hiring three additional security officers not to exceed a maximum cost of $416,613 per year. The courthouse was placed on lockdown on April 19, 2023 because of a shooting threat made against judge Benjamin. Threats were also made against Benjamin’s husband and children all related to a decision the judge made in a family law case earlier in the year. Judge Worton also received a threat on his life that resulted in criminal charges being filed and a no contact order being issued.",https://www.therepublic.com/2023/06/06/bartholomew-county-judges-seek-more-courtroom-security-after-threats-incidents/
06 June 2023,"Washington, DC, USA",Washington,USA,Domestic,38.9019888764814,-77.0251142786543,Federal Government,Harassment,Public Area,"Protesters from the action group Climate Defiance interrupted Sen. Joe Manchin’s (D-WV) keynote speech during an event regarding the Mountain Valley pipeline. Sen. Manchin had just taken the stage when the protesters assembled on the stage and joined in chants of “Dirty deal, MVP, Joe Manchin you are killing me!” Protesters stayed non-violent and the Senator was escorted to a nearby boardroom to finish his interview. The Mountain Valley pipeline project was included in the Fiscal Responsibility Act which was signed June 5. Climate Defiance has targeted other high-profile Democrats over climate related issues including Senator Chuck Schumer (D-NY) and US Energy Secretary Jennifer Granholm.",https://www.washingtonexaminer.com/news/senate/joe-manchin-permitting-reform-interview-climate-protesters
07 June 2023,"Joliet, IL, USA",Joliet,USA,Domestic,41.4811865225727,-88.025148840467,Local Government,Verbal/Written Threat,Office,"Will County Sherriff’s Department arrested Saad Noah for leaving a death threat on the voicemail of County Judge Sarah Jones. Jones was the judge in two cases filed against Noah that were later dismissed including an eavesdropping case in 2014 where Noah was found unfit to stand trial. Noah is also under investigation for allegations that he made threats against other Will County judges, an assistant public defender and State’s attorney James Glasgow. Noah faces charges of threatening a public official, harassment by telephone and intimidation.",https://www.shawlocal.com/the-herald-news/2023/06/12/man-charged-with-threatening-to-kill-will-county-judge-will-represent-himself/
08 June 2023,"Sylt, Germany",Sylt,Germany,International,54.9131834672099,8.34047483390718,Business Executive,Harassment,Restricted Area,"The climate activist group The Last Generation vandalized a private jet at an airport in Sylt, spray painting it orange and displaying signage directed at German Chancellor Olaf Scholz. Environmental protest groups such as The Last Generation, Extinction Rebellion, and Greenpeace have increasingly targeted private aircraft and their owners in recent years due to criticism over carbon emissions.",https://simpleflying.com/climate-activists-spray-paint-private-jet-at-sylt-airport/
09 June 2023,"Boston, MA, USA",Boston,USA,Domestic,42.3588968218276,-71.0555006517385,Federal Government,Attack,Public Area,"Security for Israel’s Economy Minister Nir Barkat grappled with a protester who rushed past security and approached the minister as he was leaving his hotel in Boston. The encounter caused injuries to the protester that forced him to be hospitalized. No charges have been filed against the protester or security detail. The protester was part of a larger group of anti-government protesters that were heard shouting “Shame” at the Barkat. The minister has faced several anti-government protests since arriving in the US which has led to the cancellation of several planned events. Barkat is not the only Israeli official being targeted when traveling abroad with Diaspora Affairs Minister Amichai Chikli, lawmaker Simcha Rothman, Finance Minster Bezakek Smotrich, and Science and Technology Minister Ofir Akunis all being targeted by anti-government protesters in recent months.",https://www.timesofisrael.com/barkats-security-scuffle-with-protestors-during-ministers-boston-visit/
10 June 2023,"San Francisco, CA, USA",San Francisco,USA,Domestic,37.7810706904227,-122.421339907619,Local Government,Harassment,Home,Protesters vandalized San Francisco Mayor London Breed’s home with spray painted graffiti over her stance on the April 27 killing of Banko Brown. The graffiti messages included expletive language directed towards Breed and District Attorney Brook Jenkins including “Get a life London yr a killer” and “F— Brooke Jenkins.” The district attorney’s decision not to press charges against Brown’s killer has led to multiple demonstrations in late April and throughout May.,https://sfstandard.com/politics/san-francisco-mayor-home-spraypainted-over-banko-brown-killing/
11 June 2023,"Tel Aviv, Israel",Tel Aviv,Israel,International,32.0761436500207,34.7709812469956,Federal Government,Harassment,Public Area,Protesters spit on Israeli Energy Minister Israel Katz during a public event in Tel Aviv. The protest was in response to the proposed judicial changes. Hundreds of thousands of Israelis have protested over the proposed changes over the past six months. This follows a larger trend of Israeli officials being targeted by demonstrators domestically and internationally.,https://www.timesofisrael.com/likud-minister-says-protesters-of-darkness-spat-on-him-at-tel-aviv-event/
12 June 2023,"Carnac, France",Carnac,France,International,47.5839975783383,-3.07879732138208,Local Government,Verbal/Written Threat,Home,"The mayor of Carnac, Brittany is under police protection following death threats made towards him and his family. Activists are targeting Mayor Lepick over his decision to approve a construction planning permit that defenders claim would destroy historically significant Menhir Stones. The mayor argues that he complied fully with legislative requirements before approving the site and cited the “low archaeological value” of the stones in the proposed building area.",https://www.connexionfrance.com/article/French-news/Brittany-menhir-stone-row-Police-protect-mayor-after-death-threats
12 June 2023,"North London, United Kingdom",North London,United Kingdom,International,51.5270784006762,-0.124740889369907,Celebrity,Verbal/Written Threat,Communication Channels,"Comedian Ricky Gervais has increased his security ahead of his latest UK “Armageddon” tour in response to death threats. While no specifics have been released regarding the threats, Gervais has received public backlash in the past regarding jokes he has told targeting the LGBTQ+ community. His latest comedy special SuperNature was labeled anti-trans and GLAAD called the show “dangerous.”",https://news.sky.com/story/ricky-gervais-to-increase-security-ahead-of-upcoming-uk-tour-report-12900823
12 June 2023,"Waukesha, WI, USA",Waukesha,USA,Domestic,43.0225925653478,-88.229324761331,Local Government,Verbal/Written Threat,Office,"Prosecutors charged West Allis resident Carter Smale for allegedly threatening a judge and law enforcement officer over a domestic violence case involving his ex-girlfriend. Witnesses state that following Smale’s first court hearing he began making threats that he would blow up the Waukesha County Courthouse with a homemade bomb and kill “the ***** who arrested him”. Officers searched Smale’s home and found no materials used to make explosives, but witnesses reported that Smale possessed zip-ties, rope, and duct tape – potentially for a kidnapping attempt. Smale has denied threatening the officer, judge or the courthouse.",https://www.fox6now.com/news/west-allis-man-threatened-blow-up-waukesha-courthouse-more-complaint
13 June 2023,"Fresno, CA, USA",Fresno,USA,Domestic,36.7668607098616,-119.797906301984,Community Leader,Verbal/Written Threat,Office,"Fresno City College was briefly placed on lockdown after instructor Richard Fine reportedly was threatening violence against one of the Colleges Deans and their family. Fine who was placed in police custody shortly after the incident was reported, also allegedly threatened violence against all students at the school. The police report states “Richard Fine began calling and texting an FCC Dean threatening violence against them and their family...Mr. Fine also allegedly threatened violence against all students at FCC.” Fine was held by police for a subsequent mental evaluation.",https://news.yahoo.com/instructor-arrested-making-threats-fresno-165449543.html
14 June 2023,"Emporium, PA, USA",Emporium,USA,Domestic,41.5132449375053,-78.2361308306855,Local Government,Attack,Office,"Police arrested Porice Mincy after she shot Cameron County District Attorney Paul Malizia in the leg following an altercation. Malizia is expected to recover. Malizia told investigators that he had tried to physically remove her from his office after Mincy vandalized his office. Mincy was upset over a $1,000 deposit and a house deed that Malizia dealt with for her sister. Mincy is now facing multiple aggravated assault charges, reckless endangerment, firearm possession, carrying a firearm without a permit, and other lesser related charges.",https://www.cbsnews.com/news/porice-mincy-charged-shooting-paul-malizia-district-attorney-cameron-county-pennsylvania/
18 June 2023,"New York, NY, USA",New York,USA,Domestic,40.7057763015417,-74.0018322111486,Celebrity,Harassment,Public Area,Security escorted pop star Bebe Rexha off stage mid-performance after a fan struck her in the head with a cellphone. Security identified the fan who threw the phone and escorted him out of the venue. NYPD arrested and charged Nicolas Malvagna with third degree assault and second-degree harassment. Fans throwing their phones on stage towards performing artists has become a growing trend in recent years and has resulted in several artist injuries while performing.,https://www.bbc.com/news/entertainment-arts-65948988
19 June 2023,"Malibu, CA, USA",Malibu,USA,Domestic,34.0332462084029,-118.738837956071,Celebrity,Stalking,Home,LA County Sheriff’s deputies arrested an individual for trespassing at Pierce Brosnan's Malibu guest home. The man never gained access to the house instead using the outdoor shower briefly before staff escorted him off the property. The LA County Sheriff’s office report stated that the suspect entered a neighboring property’s laundry room and used their water before trespassing on Mr. Brosnan’s property.,https://www.tmz.com/2023/06/21/pierce-brosnan-malibu-home-stormed-man-poop-pee-neighbor-yard/
20 June 2023,"Neustadt, Germany",Neustadt,Germany,International,54.0930532219622,10.803623085446,Business Executive,Harassment,Restricted Area,"Protesters in Holstein vandalized a luxury yacht at a local marina with orange spray paint. The climate activists then boarded the yacht and stuck themselves to the railing of the ship. Emergency services and local police dismantled the railing and apprehended the protest group. All eight protesters are facing property damage, water pollution and trespassing charges.",https://www.der-reporter.de/neustadt/neustadt-in-holstein/artikel/aktivisten-bespruehen-yacht-in-der-ancora-marina
